12.7,3.13,55
12.74,3.08,55
12.72,3.17,55
12.72,3.04,55
12.73,3.1,55
12.74,3.17,55
12.73,3.15,55
12.72,3.08,55
12.76,3.14,55
12.74,3.18,55
12.79,3.19,55
12.77,3.16,55
12.72,3.19,55
12.73,3.12,55
12.76,3.18,55
