12.52,25.39
12.66,25.43
12.64,25.39
12.6,25.43
12.41,25.39
12.66,25.45
12.67,25.33
12.66,25.36
12.75,25.28
12.66,25.4
12.72,25.42
12.74,25.55
12.68,25.28
12.68,25.39
12.71,25.57
